codiUp;superficieRealSol;estatUrbanisticDescription;comercialitzacio;dretPropietat;codiMunicipi;nomMunicipi;descripcioActuacio;COD_CLAS;X;Y;"Total valor cadastral
"
25379;2850;Sòl edificat;FALSO;VERDADERO;8274;SÚRIA;el C/del Roser;SUC;396360,8415;4632426,3;2850
12036;2787,89;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344780,4503;4614660,254;2787,89
22226;23530,98;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Pol. Industrial Catalunya Sud;SNU;299542,3164;4515477,891;23530,98
14608;7233;Sòl inactiu;FALSO;VERDADERO;43014;AMPOSTA;les Tosses;;293974,6951;4509257,79;7233
27399;168406,89;Sòl inactiu;FALSO;VERDADERO;43015;ARBOLÍ;Mas d'en Blai (Castillejos);SNU;332048,9424;4568174,151;168406,89
21444;404,65;Sòl inactiu;FALSO;VERDADERO;43094;MÓRA LA NOVA;el Molló;;303787,4208;4549244,952;404,65
25947;1414;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Trinitat Nova;SUC;432068,276;4589151,422;1414
25878;579,12;Sòl edificat;FALSO;VERDADERO;17160;SANT FELIU DE GUÍXOLS;Mas Falgueres;SUC;502241,2222;4626967,877;579,12
27599;122,08;Sòl net totalment urbanitzat;FALSO;VERDADERO;17062;ESCALA,L';Closa del Llop;SUD;510273,7172;4662770,666;122,08
26803;1017;Sòl net pendent execució obra;VERDADERO;VERDADERO;8114;MARTORELL;la Sínia;SUD;408968,9332;4592770,055;1017
24731;44663,29;Sòl inactiu;FALSO;VERDADERO;8262;SANT VICENÇ DE CASTELLET;Can Cases;SNU;404081,9794;4613658,312;44663,29
27370;71,99;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;les Bòbiles;SNU;415449,8264;4573152,251;71,99
23179;513,33;Sòl net totalment urbanitzat;FALSO;VERDADERO;8019;BARCELONA;Parcel·les a la Colònia Castells;SNU;428100,7141;4582154,59;513,33
27672;3597;Sòl edificat;FALSO;VERDADERO;8279;TERRASSA;Habitatges del Parc de Maquinària;;;;3597
17896;3541,17;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43161;VALLS;el Palau de Reig;SUD;355280,6784;4576041,803;3541,17
11874;5287,35;Sòl inactiu;FALSO;VERDADERO;17066;FIGUERES;Bosc del Rei;SNU;494742,8616;4680681,08;5287,35
307;72000;Sòl inactiu;FALSO;VERDADERO;25048;BELL-LLOC D'URGELL;les Vinyes velles;SNU;314272,0012;4611884,239;72000
25318;360;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Via Trajana;;;;360
26774;61846,74;Sòl inactiu;FALSO;VERDADERO;8112;MANLLEU;Camporat  - Sant Jaume de Vilamontà;SNU;440525,5506;4651584,101;61846,74
9810;651,05;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43018;ARNES;Plana del Riu;SUC;268525,4357;4532286,983;651,05
6886;1098,03;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SUD;296674,5154;4515424,291;1098,03
25642;1874,16;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Sant Cosme;SUC;423427,8551;4574394,647;1874,16
13448;35,52;Sòl inactiu;FALSO;VERDADERO;43068;GODALL;Vilallarga;SNU;285842,7087;4503434,356;35,52
11613;13053,45;Sòl inactiu;FALSO;VERDADERO;43108;PLA DE SANTA MARIA,EL;la Garriga Gran;SNU;358640,0382;4575715,552;13053,45
170;3087,76;Sòl inactiu;FALSO;VERDADERO;43901;DELTEBRE;el passeig Fluvial;SNU;307136,8744;4509621,622;3087,76
10325;4535,64;Sòl inactiu;FALSO;VERDADERO;25019;ALMACELLES;Parc Ind. Suport Aeroportuari Pla Almacelles;SNU;288314,9792;4621870,036;4535,64
24691;12,5;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;276078,7426;4500689,307;12,5
19004;3418,56;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;25048;BELL-LLOC D'URGELL;Vinyes del mig;SUD;315846,2654;4612258,246;3418,56
13451;5229,47;Sòl inactiu;FALSO;VERDADERO;8135;MONTMELÓ;Can Gurgui;SNU;436657,1999;4600330,552;5229,47
24097;970;Sòl edificat;FALSO;VERDADERO;8014;AIGUAFREDA;Naus industrials a Aiguafreda (Can Llaudet);SUC;437493,3042;4625498,012;970
27618;2882;Sòl edificat;FALSO;VERDADERO;8279;TERRASSA;Aparcaments Plaça Font de la Pola;;;;2882
25477;850;Sòl edificat;FALSO;VERDADERO;8073;CORNELLÀ DE LLOBREGAT;el carrer Victor Pradera;SUC;422670,811;4578485,932;850
25789;824;Sòl edificat;FALSO;VERDADERO;17164;SANT HILARI SACALM;Can Culí;SUC;459153,6863;4636471,339;824
23414;0,05;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;324524,1044;4541182,971;0,05
25823;2067,5;Sòl edificat;FALSO;VERDADERO;17066;FIGUERES;Sector Fages Climent, 1a. Fase;SUC;496475,0361;4678514,505;2067,5
18209;29051,38;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';lo Bordar;SNU;298539,0051;4516091,993;29051,38
23095;428,8;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43123;REUS;el Mas Iglesias;SUC;341801,9185;4556438,324;428,8
27426;418,69;Sòl net totalment urbanitzat;FALSO;VERDADERO;43093;MÓRA D'EBRE;la Democràcia;SUC;301730,5395;4551596,038;418,69
28882;170;;FALSO;VERDADERO;8047;CARDONA;la Cort;SNU;393042,6993;4639637,536;170
9970;26266,7;Sòl inactiu;FALSO;VERDADERO;25003;AGRAMUNT;PP8;SNU;342520,3984;4626556,469;26266,7
24710;25;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;277268,1323;4500155,611;25
26606;7682;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;361094,2946;4573954,796;7682
27025;29958,03;Sòl inactiu;FALSO;VERDADERO;25234;TREMP;Serrat de l'Aspre;SNU;328854,9488;4667327,255;29958,03
13103;17161,39;Sòl inactiu;FALSO;VERDADERO;17221;VILAFANT;Mas Roca i Puig Grau;SNU;494931,8154;4678516,202;17161,39
22888;1066,79;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415613,2995;4570440,283;1066,79
27559;115,24;Sòl net totalment urbanitzat;FALSO;VERDADERO;8113;MANRESA;Cal Gravat;SUC;403713,2819;4619507,368;115,24
23167;6941,6;Sòl inactiu;FALSO;VERDADERO;25120;LLEIDA;Avinguda 11 de setembre;SNU;300668,9614;4610115,221;6941,6
12365;1252;Sòl inactiu;FALSO;VERDADERO;25072;CERVERA;Ampliació nord sector industrial de Cervera;SNU;354881,5901;4615339,336;1252
27077;8736;Sòl inactiu;FALSO;VERDADERO;8143;ÒDENA;Plana dels Ametllers;SNU;382517,3802;4608107,783;8736
27639;794,83;Sòl edificat;FALSO;VERDADERO;17167;SANT JOAN DE LES ABADESSES;Colònia Llaudet;SNC;442727,3543;4676927,982;794,83
22927;920,16;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUD;293676,1695;4566446,27;920,16
3321;18;Sòl net totalment urbanitzat;FALSO;VERDADERO;8191;SALLENT;les Culleres;SNU;408157,4915;4630812,777;18
26868;398233,34;Sòl inactiu;FALSO;VERDADERO;17002;AIGUAVIVA;Nou sector industrial (entorn aeroport);SNU;481515,8917;4639851,041;398233,34
12624;7265,31;Sòl inactiu;FALSO;VERDADERO;25019;ALMACELLES;Parc Ind. Suport Aeroportuari Pla Almacelles;SNU;288507,5259;4621844,155;7265,31
27501;375,15;Sòl net totalment urbanitzat;FALSO;VERDADERO;8096;GRANOLLERS;les Tres Torres III;;440744,9169;4605198,575;375,15
25371;2886;Sòl edificat;FALSO;VERDADERO;8187;SABADELL;Sant Julià;SUC;423814,4559;4602660,686;2886
24701;25;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;275707,3227;4501005,66;25
27855;4123;Sòl edificat;FALSO;VERDADERO;25003;AGRAMUNT;l'Eixample Sió;;;;4123
27485;111,52;Sòl net totalment urbanitzat;FALSO;VERDADERO;43093;MÓRA D'EBRE;la Democràcia;SUC;301725,1285;4551630,662;111,52
24117;12261,63;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360979,492;4573955,834;12261,63
25714;1322;Sòl edificat;FALSO;VERDADERO;25245;VILALLER;Vilaller;;;;1322
22894;864,17;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415583,1321;4570415,844;864,17
23311;2604,22;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43016;ARBOÇ,L';Mestral;SUD;382635,0367;4569783,534;2604,22
25410;411;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;c/ Valldonzella;SUC;430195,5833;4581693,501;411
22132;97,4;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Barri Torreforta;;350356,1236;4553648,233;97,4
27374;466595,19;Sòl inactiu;FALSO;VERDADERO;43057;FEBRÓ,LA;Mas d'en Blai (Castillejos);SNU;331392,7474;4569865,853;466595,19
26945;1136,5;Sòl inactiu;FALSO;VERDADERO;43108;PLA DE SANTA MARIA,EL;la Garriga Gran;SNU;357705,426;4575989,239;1136,5
14609;16582,68;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Pol. Industrial Catalunya Sud;SNU;298463,4944;4515079,991;16582,68
3468;4022;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415666,3935;4570123,869;4022
26743;12038,64;Sòl inactiu;FALSO;VERDADERO;17221;VILAFANT;Mas Roca i Puig Grau;SNU;494892,4345;4680312,852;12038,64
3322;70;;FALSO;VERDADERO;8089;GAVÀ;Can n'Espinós;SNU;414630,7939;4573162,625;70
21452;5345,68;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43094;MÓRA LA NOVA;el Molló;SUD;304119,2243;4549454,718;5345,68
24709;25;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;277215,0093;4500109,196;25
13744;842,6;Sòl net pendent execució obra;FALSO;VERDADERO;17093;LLERS;Poble nou Nord;SND;492804,8146;4682344,719;842,6
26665;3734,67;Sòl inactiu;FALSO;VERDADERO;8001;ABRERA;Sant Ermengol II;SNU;407009,5356;4596643,193;3734,67
27215;27572,69;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360657,9905;4574015,815;27572,69
148;9674,46;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Ruanes;SNU;354075,4696;4571529,037;9674,46
26825;1044,26;Sòl inactiu;FALSO;VERDADERO;25019;ALMACELLES;Parc Ind. Suport Aeroportuari Pla Almacelles;SNU;288933,964;4621239,105;1044,26
25715;1964,51;Sòl edificat;FALSO;VERDADERO;8279;TERRASSA;Pla de les Fonts;SUC;419579,2904;4598093,411;1964,51
25791;1295,91;Sòl edificat;FALSO;VERDADERO;8187;SABADELL;Can Gambus-Arraona;SUC;423996,6663;4599668,999;1295,91
48;26;Sòl net totalment urbanitzat;FALSO;VERDADERO;25209;SORT;el Castell;;346113,8317;4697183,466;26
23966;3886,09;Sòl inactiu;FALSO;VERDADERO;8307;VILANOVA I LA GELTRÚ;Platja Llarga;SUC;390262,0785;4562559,111;3886,09
27838;1987;Sòl edificat;FALSO;VERDADERO;17023;BLANES;Can Borrell;;;;1987
26569;11791;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;361313,8194;4573195,231;11791
40;4179,76;Sòl inactiu;FALSO;VERDADERO;43005;ALCOVER;els Trossos;SNU;347101,0809;4569866,306;4179,76
21280;25492,23;Sòl net totalment urbanitzat;FALSO;VERDADERO;8184;RUBÍ;Centre Educatiu 25 setembre;;;;25492,23
27088;9053,92;Sòl inactiu;FALSO;VERDADERO;43005;ALCOVER;els Trossos;SNU;346990,7015;4569802,01;9053,92
18211;23095,07;Sòl inactiu;FALSO;VERDADERO;43056;FATARELLA,LA;Pol. Industrial Comarcal (les Camposines);SNU;292397,8516;4553735,538;23095,07
22153;14523,04;Sòl inactiu;FALSO;VERDADERO;8279;TERRASSA;el Pla de les Fonts;SNU;419270,6972;4598198,531;14523,04
9793;12766;Sòl inactiu;FALSO;VERDADERO;25003;AGRAMUNT;PP8;SNU;342500,8541;4626700,828;12766
24023;1742;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408514,5566;4630029,89;1742
27156;12423,47;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Estació Mercaderies;SNU;299081,5311;4514615,764;12423,47
3555;4932;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415550,1704;4570162,082;4932
21249;25;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;277303,0091;4500186,228;25
27092;86,53;Sòl inactiu;FALSO;VERDADERO;8300;VILADECAVALLS;Can Mitjans;;413264,2682;4601240,799;86,53
1123;7196,9;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;CIM del Camp Est (PPU-54);SNU;348599,1648;4554491,071;7196,9
23036;1671,73;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;;418110,6113;4572565,301;1671,73
24864;159;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;el Carmel 1;SUC;429270,4823;4586174,613;159
25710;899,86;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Turó de la Peira;SUC;430682,8393;4587225,499;899,86
21;6754,31;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;els Joncs (el Rourell);SNU;416702,625;4571690,762;6754,31
153;1279,53;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Ruanes;SNU;353966,1419;4571532,829;1279,53
1160;9326,36;Sòl inactiu;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;les Bassetes;SNU;392063,8681;4578979,534;9326,36
24651;10989,71;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360415,9891;4573729,719;10989,71
27561;438,2;Sòl net totalment urbanitzat;FALSO;VERDADERO;8113;MANRESA;Cal Gravat;SUC;403935,282;4619316,55;438,2
22945;44172,05;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Nord Bonavista (PPU-63);SNU;347992,7471;4554224,238;44172,05
236;56;Sòl net totalment urbanitzat;FALSO;VERDADERO;43155;TORTOSA;Barri Sant Jaume;SUC;291070,7497;4521259,543;56
26974;40499;Sòl inactiu;FALSO;VERDADERO;25120;LLEIDA;Torre Blanca-Quatre Pilans;SNU;307495,7673;4607922,142;40499
26738;4;Sòl inactiu;FALSO;VERDADERO;25040;BALAGUER;Campllong III;;318355,7992;4627482,096;4
26921;259,08;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;324353,4566;4540785,173;259,08
22890;1569,22;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415594,2131;4570425,057;1569,22
9841;4326,17;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;343604,58;4584538,23;4326,17
25892;900;Sòl edificat;FALSO;VERDADERO;8184;RUBÍ;Ampliació Can St. Joan;SUC;419884,6089;4592805,391;900
27002;6029,41;Sòl inactiu;FALSO;VERDADERO;25207;SOLSONA;Partida de Santa Llúcia;SNU;378892,2875;4649769,642;6029,41
3447;2520;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415469,4258;4570136,522;2520
9433;6750,99;Sòl inactiu;FALSO;VERDADERO;8307;VILANOVA I LA GELTRÚ;el Prat (la Millera);SNU;389864,1733;4562535,775;6750,99
23061;1939,23;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;;418684,774;4573366,727;1939,23
23404;150,62;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25119;JUNEDA;carrer Bas (SUD-1);SUD;318448,2888;4602361,675;150,62
24772;903;Sòl edificat;FALSO;VERDADERO;43123;REUS;Habitatges del Parc de Maquinària;SUC;339119,1208;4558221,872;903
23085;1061;Sòl inactiu;FALSO;VERDADERO;8009;ARGENTONA;el Cros (UAV-2);SNU;451401,9664;4598023,654;1061
25624;610;Sòl edificat;FALSO;VERDADERO;17023;BLANES;Galls Dindis;;;;610
21120;2305,3;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Can Guardiola;SNU;416365,7313;4574183,645;2305,3
23410;6,18;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;322452,8938;4539397,136;6,18
22206;25;Sòl net totalment urbanitzat;FALSO;VERDADERO;25058;BORGES BLANQUES,LES;Parcel·les al Polígon Borges Blanques 104;;321762,1701;4598980,431;25
11871;8773,77;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360974,1316;4574389,423;8773,77
13747;10601,07;Sòl inactiu;FALSO;VERDADERO;43108;PLA DE SANTA MARIA,EL;la Garriga Gran;SNU;357731,3753;4575176,64;10601,07
7841;275,62;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;la Canaleta;SNU;344277,8649;4614052,635;275,62
23135;17495;Sòl inactiu;FALSO;VERDADERO;17005;FAR D'EMPORDÀ,EL;Estació Duanera;SNU;498871,1756;4675543,047;17495
248;13713;Sòl inactiu;FALSO;VERDADERO;25072;CERVERA;Antic Camí Castell Nou;SNU;356678,8109;4615625,288;13713
3020;672;Sòl inactiu;FALSO;VERDADERO;17202;TOSSA DE MAR;Cala Morisca;;491281,8948;4617425,519;672
9842;5606,99;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;343576,1483;4584494,192;5606,99
7951;732,45;Sòl net totalment urbanitzat;FALSO;VERDADERO;43904;ALDEA,L';Estació Mercaderies;SUD;298390,6634;4514127,779;732,45
25694;304;Sòl edificat;FALSO;VERDADERO;8015;BADALONA;Montigalà;;;;304
23320;1975,3;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUC;293698,4106;4566554,128;1975,3
24531;102407,79;Sòl inactiu;FALSO;VERDADERO;17066;FIGUERES;Basses de Sant Pau;SNU;498047,2908;4678150,822;102407,79
23457;631,11;Sòl net totalment urbanitzat;FALSO;VERDADERO;8006;ARENYS DE MAR;Valldegata Draper;SUC;461546,5852;4602992,408;631,11
23291;3000;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8301;VILADECANS;Ca l'Alemany;SUC;418092,4595;4573006,427;3000
25480;1244,45;Sòl edificat;FALSO;VERDADERO;43016;ARBOÇ,L';Santa Llúcia;SUC;382770,1467;4569141,892;1244,45
26588;45249,35;Sòl inactiu;FALSO;VERDADERO;43093;MÓRA D'EBRE;la Verdaguera III;SNU;302306,3333;4550369,804;45249,35
1128;365,73;Sòl inactiu;FALSO;VERDADERO;8298;VIC;Ampliació Parc Act.Econòmiques d'Osona;;438759,4002;4644420,538;365,73
23998;2951;Sòl edificat;VERDADERO;VERDADERO;17167;SANT JOAN DE LES ABADESSES;Colònia Llaudet;SNC;442889,4533;4676959,749;2951
25727;728;Sòl edificat;FALSO;VERDADERO;8118;MASNOU,EL;el carrer Torrent de Vallmora (Masia Can Jordana);SUC;442906,023;4592608,323;728
22118;2848;Sòl inactiu;FALSO;VERDADERO;8029;CABRERA DE MAR;el Cros (UAV-2);SNU;451087,5539;4598086,771;2848
26920;252,7;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;324293,6221;4540707,902;252,7
7776;18050,16;Sòl inactiu;FALSO;VERDADERO;8252;BARBERÀ DEL VALLÈS;Can Llobet;;426418,3153;4596930,139;18050,16
27049;4;Sòl inactiu;FALSO;VERDADERO;8302;VILANOVA DEL CAMÍ;Riera de Castellolí;;388747,3995;4603602,827;4
23033;4622,42;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;SNU;418176,7804;4572519,729;4622,42
4654;2739,4;;FALSO;VERDADERO;8015;BADALONA;Badalona;;;;2739,4
12037;2787,89;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344702,8076;4614609,39;2787,89
27270;16520,48;Sòl inactiu;FALSO;VERDADERO;25103;GRANYANELLA;Camí de Tordera (ampliació oest);SNU;353772,9926;4614747,044;16520,48
24708;25;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;277160,9638;4500062,079;25
25862;479,55;Sòl edificat;FALSO;VERDADERO;8192;SANTPEDOR;C. Ample;SUC;403559,091;4626545,487;479,55
25578;339,65;Sòl edificat;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;el carrer dels Ferrers - Plaça Lluís Via;SUC;391146,3825;4578190,493;339,65
24537;8697,97;Sòl inactiu;FALSO;VERDADERO;17012;AVINYONET DE PUIGVENTÓS;Mas Roca i Puig Grau;SNU;494428,1044;4679280,976;8697,97
23982;1798;Sòl net pendent execució obra;VERDADERO;VERDADERO;8113;MANRESA;Serrat del Guix (Parc Tecnològic del Bages - PTB);;404367,0921;4621858,051;1798
25004;499,03;Sòl edificat;FALSO;VERDADERO;8180;RIPOLLET;Naus industrials al Martinet;SUC;430601,3156;4593738,637;499,03
25857;1588,5;Sòl edificat;FALSO;VERDADERO;8251;SANTA MARGARIDA I ELS MONJOS;Pl. del Mercat;SUC;388253,3215;4575703,824;1588,5
27217;5732,41;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;361432,8148;4573879,71;5732,41
25002;499,03;Sòl edificat;FALSO;VERDADERO;8180;RIPOLLET;Naus industrials al Martinet;SUC;430577,8198;4593743,453;499,03
151;28846,7;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Ruanes;SNU;354141,0069;4571888,135;28846,7
9770;332;Sòl net parcialment urbanitzat (falta algun servei);FALSO;VERDADERO;8181;ROCA DEL VALLÈS,LA;el Molí;SUC;445589,8892;4605526,241;332
51;40;Sòl net totalment urbanitzat;FALSO;VERDADERO;25209;SORT;el Castell;;346164,6602;4697246,889;40
27565;1607,4;Sòl inactiu;FALSO;VERDADERO;25252;VILA-SANA;Parc d'activitats Agroa.Pla d'Urgell;SUC;325774,7267;4612625,106;1607,4
27245;5564,84;Sòl inactiu;FALSO;VERDADERO;8031;CALAF;les Garrigues;SUC;377684,8653;4621053,254;5564,84
27273;278,85;Sòl net totalment urbanitzat;FALSO;VERDADERO;17022;BISBAL D'EMPORDÀ,LA;la Guardiola;SUC;503381,2681;4644867,522;278,85
23431;292,14;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;321756,5526;4538468,426;292,14
180;22496,83;Sòl inactiu;FALSO;VERDADERO;17047;CASTELLÓ D'EMPÚRIES;Aiguamolls de l'Empordà;SNU;509573,5825;4680290,728;22496,83
3407;554;Sòl net totalment urbanitzat;FALSO;VERDADERO;43123;REUS;el Mas Batlle;;338581,9445;4558400,164;554
12063;7674,63;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25072;CERVERA;l'avinguda de les Garrigues;SUC;355307,1145;4615006,503;7674,63
23922;465,64;Sòl net totalment urbanitzat;FALSO;VERDADERO;8194;SANT ADRIÀ DE BESÒS;4ª fase del sector Grup d’habitatges Via Trajana;SNC;433903,9886;4586343,606;465,64
22137;113,4;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Barri Torreforta;;350425,7541;4553523,839;113,4
24546;5758,14;Sòl inactiu;FALSO;VERDADERO;17044;CASSÀ DE LA SELVA;Can Vilallonga;SNU;492929,1301;4637137,782;5758,14
7093;13232,3;Sòl inactiu;FALSO;VERDADERO;17221;VILAFANT;Mas Roca i Puig Grau;SNU;495177,4455;4678959,284;13232,3
23037;90,97;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;;418427,7698;4573007,893;90,97
23318;3147,29;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43047;CONSTANTÍ;les Argiles;SUD;350076,5241;4557675,059;3147,29
27313;133933,52;Sòl inactiu;FALSO;VERDADERO;43144;SECUITA,LA;el Pou Vell;SNU;355361,5438;4561696,812;133933,52
27165;6546,17;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Estació Mercaderies;SNU;298331,763;4514376,405;6546,17
20480;66046,69;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;Plans d'Ofegat;SNU;347807,0332;4614110,511;66046,69
27172;1934,54;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359609,1565;4572833,216;1934,54
179;33927,66;Sòl inactiu;FALSO;VERDADERO;17047;CASTELLÓ D'EMPÚRIES;Aiguamolls de l'Empordà;SNU;508249,9695;4676695,253;33927,66
161;941,13;Sòl inactiu;FALSO;VERDADERO;43901;DELTEBRE;el passeig Fluvial;SNU;307113,7733;4509631,366;941,13
25768;496;Sòl edificat;FALSO;VERDADERO;8233;SANT PERE DE TORELLÓ;C. Bellmunt - Pati de les monges;SUC;441708,3358;4658526,655;496
9813;651,05;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43018;ARNES;Plana del Riu;SUC;268566,4213;4532292,15;651,05
23412;143,53;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;324253,2058;4540655,781;143,53
22158;8677;Sòl inactiu;FALSO;VERDADERO;43055;FALSET;Camí de Sant Gregori;SNU;317485,8071;4556836,249;8677
27384;9164,57;Sòl inactiu;FALSO;VERDADERO;43057;FEBRÓ,LA;Mas d'en Blai (Castillejos);SNU;331777,4231;4569593,124;9164,57
27836;1011;Sòl net totalment urbanitzat;FALSO;VERDADERO;8102;IGUALADA;les Comes;SUC;385043,3059;4605398,079;1011
13454;17782,04;Sòl inactiu;FALSO;VERDADERO;25234;TREMP;Serrat de l'Aspre;SNU;329217,5349;4667431,935;17782,04
23301;1358,3;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17066;FIGUERES;Avinguda Costa Brava;SUD;496894,9668;4680107,253;1358,3
239;238;Sòl net totalment urbanitzat;FALSO;VERDADERO;17022;BISBAL D'EMPORDÀ,LA;el Vial de Ronda;;503036,9969;4644919,71;238
24506;8330,87;Sòl inactiu;FALSO;VERDADERO;17047;CASTELLÓ D'EMPÚRIES;Torre Mornau;SNU;508407,8689;4681049,425;8330,87
25673;1278;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;P-Barceloneta;;;;1278
26995;16;Sòl inactiu;FALSO;VERDADERO;43022;BATEA;Vall de Vinyes;;273636,9023;4552256,352;16
27289;1604,97;Sòl inactiu;FALSO;VERDADERO;43014;AMPOSTA;les Tosses;SNU;294094,5397;4508696,457;1604,97
28227;482;Sòl edificat;FALSO;VERDADERO;8018;BALSARENY;Balsareny;;;;482
27180;4757,54;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;360023,3145;4572987,417;4757,54
