codiUp;superficieRealSol;estatUrbanisticDescription;comercialitzacio;dretPropietat;codiMunicipi;nomMunicipi;descripcioActuacio;COD_CLAS;X;Y;"Total valor cadastral
"
27062;521277,18;Sòl inactiu;FALSO;VERDADERO;8143;ÒDENA;Plana dels Ametllers;SNU;382908,0834;4607906,175;521277,18
429;4410,6;Sòl net totalment urbanitzat;FALSO;VERDADERO;17902;FORALLAC;U.A.B. 2;SUC;503865,233;4645031,629;4410,6
23346;5840;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Ampliació Riuclar;SNU;351123,1374;4554890,55;5840
22819;56151;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;els Plans de la Sala;;407732,9652;4626224,128;56151
27506;626,3;Sòl net totalment urbanitzat;FALSO;VERDADERO;8096;GRANOLLERS;les Tres Torres III;;440835,4406;4605278,849;626,3
25802;1463;Sòl edificat;FALSO;VERDADERO;8067;CENTELLES;Aiguafreda;SUC;435631,4519;4627308,462;1463
25372;3071;Sòl edificat;FALSO;VERDADERO;8191;SALLENT;Camí del Pal;SUC;408151,1366;4631583,989;3071
27851;332,04;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;8015;BADALONA;Torrent Batllòria;SNC;436374,0324;4588853,537;332,04
25561;2274;Sòl edificat;FALSO;VERDADERO;43123;REUS;Sector Mas Iglesias;SUC;341894,8678;4556630,201;2274
19008;851,9;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;25048;BELL-LLOC D'URGELL;Vinyes del mig;SUD;315964,7227;4612116,501;851,9
27283;4;Sòl inactiu;FALSO;VERDADERO;8165;POBLA DE CLARAMUNT,LA;Can Parera;;388976,6504;4603749,092;4
26632;185,16;Sòl inactiu;FALSO;FALSO;8298;VIC;el Graell;;;;185,16
24526;17206,39;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43094;MÓRA LA NOVA;el Molló;SUD;303800,3232;4549562,797;17206,39
26710;262,95;Sòl inactiu;FALSO;VERDADERO;25078;CORBINS;Gibillí;SNU;306998,5006;4616976,512;262,95
12031;4585,35;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;345117,6122;4614847,6;4585,35
8584;11823,55;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;343320,1921;4584803,622;11823,55
26896;25803,69;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;342485,4303;4585133,356;25803,69
4053;9792;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415760,6069;4570251,034;9792
52;204;Sòl net totalment urbanitzat;FALSO;VERDADERO;25209;SORT;el Castell;;346115,9049;4697222,513;204
27142;831882,91;Sòl inactiu;FALSO;VERDADERO;8125;MONTCADA I REIXAC;Martinet;SNU;430665,112;4595017,293;831882,91
27920;8512,69;Sòl net pendent execució obra;VERDADERO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;el Centre Direccional;SUD;426392,492;4594182,012;8512,69
4505;15755,61;Sòl inactiu;FALSO;VERDADERO;8164;PLA DEL PENEDÈS,EL;el Torrent Gran (UA5);SNU;392316,9255;4586160,541;15755,61
10883;90,3;;FALSO;VERDADERO;8101;HOSPITALET DE LLOBREGAT,L';Compra de 5 habitatges per gestió de sòl;;;;90,3
24095;71;Sòl edificat;FALSO;VERDADERO;8014;AIGUAFREDA;Naus industrials a Aiguafreda (Can Llaudet);SUC;437483,6682;4625459,961;71
25663;1971;Sòl edificat;FALSO;VERDADERO;8022;BERGA;Berga;;;;1971
26873;11852,03;Sòl inactiu;FALSO;VERDADERO;17002;AIGUAVIVA;Nou sector industrial (entorn aeroport);SNU;481114,1137;4639795,635;11852,03
24697;12,5;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;275956,3916;4500795,093;12,5
23201;4512,29;Sòl inactiu;FALSO;VERDADERO;17167;SANT JOAN DE LES ABADESSES;Colònia Llaudet;SNU;443107,0265;4677082,883;4512,29
24539;5934,82;Sòl inactiu;FALSO;VERDADERO;17012;AVINYONET DE PUIGVENTÓS;Mas Roca i Puig Grau;SNU;494647,1531;4678916,872;5934,82
25423;1956,21;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Turó de la Peira;;;;1956,21
26903;3489,15;Sòl net totalment urbanitzat;FALSO;VERDADERO;43047;CONSTANTÍ;Parcel·la de sòl al barri de Centcelles;;350488,3153;4557454,46;3489,15
18004;1743,94;Sòl inactiu;FALSO;VERDADERO;43064;GANDESA;la Plana;SNU;285706,7193;4547404,906;1743,94
22244;13198,87;Sòl inactiu;FALSO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SNU;298056,133;4515508,521;13198,87
24036;698,12;Sòl inactiu;FALSO;VERDADERO;43064;GANDESA;la Plana;;285655,0878;4547212,861;698,12
27407;609618,74;Sòl inactiu;FALSO;VERDADERO;43169;VILAPLANA;Mas d'en Blai (Castillejos);SNU;332634,7408;4567184,555;609618,74
24696;25;Sòl inactiu;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;;275382,6178;4501318,108;25
16930;118;Sòl inactiu;FALSO;VERDADERO;8250;SANTA MARGARIDA DE MONTBUI;Camí de la creu de Maginet;SNU;384818,7656;4603219,838;118
27557;14585,93;Sòl net totalment urbanitzat;FALSO;VERDADERO;8113;MANRESA;Cal Gravat;SUC;404153,2267;4619380,578;14585,93
24682;177925,52;Sòl inactiu;FALSO;VERDADERO;17089;LLAGOSTERA;Can Boada;SNU;490158,8791;4628725,675;177925,52
13723;11567,53;Sòl inactiu;FALSO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SNU;297244,7851;4515778,023;11567,53
27489;1376,58;Sòl net totalment urbanitzat;FALSO;VERDADERO;43161;VALLS;el Fornàs;SUD;354241,3068;4572761,1;1376,58
18214;10747,13;Sòl inactiu;FALSO;VERDADERO;43093;MÓRA D'EBRE;la Verdaguera III;SNU;301872,4;4550194,545;10747,13
25355;1406;Sòl edificat;FALSO;VERDADERO;8147;OLESA DE MONTSERRAT;el C/Barcelona;SUC;408052,3401;4599224,876;1406
26652;18813,6;Sòl inactiu;FALSO;VERDADERO;43047;CONSTANTÍ;Sant Ramon;SNU;345875,8435;4559387,265;18813,6
26642;61,26;Sòl inactiu;FALSO;VERDADERO;8056;CASTELLDEFELS;Campus Universitari;SNU;414836,154;4569922,137;61,26
8787;205,15;Sòl inactiu;FALSO;VERDADERO;43004;ALCANAR;PP 15 - Roca Tallada;;290673,6379;4492567,669;205,15
27571;2040,5;Sòl inactiu;FALSO;FALSO;8169;PRAT DE LLOBREGAT,EL;Eixample Nord;;;;2040,5
5062;7079,19;Sòl net totalment urbanitzat;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;SUD;274383,1556;4502099,855;7079,19
1009;34,87;;FALSO;VERDADERO;8019;BARCELONA;Governador;;;;34,87
11866;20210,53;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';lo Bordar;SNU;298250,4906;4515889,864;20210,53
23333;1207;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Ampliació Riuclar;SNU;351104,5594;4554672,091;1207
26847;295,45;Sòl inactiu;FALSO;VERDADERO;17002;AIGUAVIVA;Nou sector industrial (entorn aeroport);SNU;481572,2977;4639173,082;295,45
22710;2838,37;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17062;ESCALA,L';Closa del Llop;SUD;510345,2297;4662956,857;2838,37
6053;5980;Sòl net totalment urbanitzat;FALSO;VERDADERO;43148;TARRAGONA;Campclar;SUC;349330,1988;4553248,964;5980
25835;810;Sòl edificat;FALSO;VERDADERO;8251;SANTA MARGARIDA I ELS MONJOS;Cal Rubió;SUC;387750,2948;4575309,077;810
26988;1635;Sòl edificat;FALSO;VERDADERO;17015;BANYOLES;7 places d'aparcament  a la Vila Olímpica;SUC;480362,863;4663638,25;1635
25582;1547;Sòl edificat;FALSO;VERDADERO;8265;SANT VICENÇ DE TORELLÓ;Sector la Torre;;;;1547
21453;6582,51;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43094;MÓRA LA NOVA;el Molló;SUD;304105,6713;4549393,439;6582,51
25661;678;Sòl edificat;FALSO;VERDADERO;25120;LLEIDA;els Mangraners;;;;678
1121;8690,82;Sòl inactiu;FALSO;VERDADERO;8263;SANT VICENÇ DELS HORTS;Font del Llargarut;;415758,2745;4582662,926;8690,82
9792;29903,1;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';lo Bordar;SNU;298463,0884;4515446,389;29903,1
27949;2734,28;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Sant Cosme;SUC;423462,8627;4574582,535;2734,28
1703;467,74;Sòl net totalment urbanitzat;FALSO;VERDADERO;8211;SANT FELIU DE LLOBREGAT;el Mas Lluí;;421006,0256;4581738,702;467,74
24034;5527,21;Sòl inactiu;FALSO;VERDADERO;43064;GANDESA;la Plana;SNU;285884,2495;4547136,773;5527,21
25942;360;Sòl edificat;FALSO;VERDADERO;8015;BADALONA;Barri Sant Roc;SUC;435502,7591;4587505,491;360
24016;1427;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408377,3581;4630105,65;1427
27651;235;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;el Carmel 3;;;;235
6727;22775,6;Sòl inactiu;FALSO;VERDADERO;8030;CABRILS;Can Badia;SNU;447901,2425;4596327,286;22775,6
23073;9141,82;Sòl net totalment urbanitzat;FALSO;VERDADERO;43123;REUS;el Mas de les Ànimes;SUD;338238,5374;4558505,853;9141,82
26706;102911,48;Sòl inactiu;FALSO;VERDADERO;25004;ALAMÚS,ELS;la Serreta;SNU;310608,1969;4610190,827;102911,48
4942;1857,08;Sòl edificat;FALSO;VERDADERO;8015;BADALONA;el Pomar;;437502,0896;4590681,522;1857,08
25815;2346;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Trinitat Nova;SUC;432026,9936;4589096,389;2346
23164;1473,87;Sòl inactiu;FALSO;VERDADERO;17022;BISBAL D'EMPORDÀ,LA;la Guardiola;SNU;503407,3147;4644840,425;1473,87
9474;116,84;Sòl net totalment urbanitzat;FALSO;VERDADERO;25003;AGRAMUNT;la Torre;SUD;342045,7306;4626724,805;116,84
22810;43,69;Sòl inactiu;FALSO;VERDADERO;43047;CONSTANTÍ;les Argiles;;351392,1304;4557438,413;43,69
26786;5269,34;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360127,1404;4573631,289;5269,34
22109;3625;;FALSO;VERDADERO;8019;BARCELONA;Obra vella - Barri Urb. Meridiana;SNU;431925,1811;4585778,942;3625
26877;3025,53;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;343582,7451;4584873,242;3025,53
23349;16022;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Ampliació Riuclar;SNU;351308,8598;4555225,971;16022
25792;861,11;Sòl edificat;FALSO;VERDADERO;8260;SANTA PERPÈTUA DE MOGODA;C.M.Jacint Verdaguer;SUC;432117,5309;4598250,305;861,11
2192;325,4;;FALSO;VERDADERO;25120;LLEIDA;Pati del Miqueló;;;;325,4
14116;27644,6;Sòl inactiu;FALSO;VERDADERO;25120;LLEIDA;Torre Blanca-Quatre Pilans;SNU;307364,7176;4606214,278;27644,6
25794;1426;Sòl edificat;FALSO;VERDADERO;8252;BARBERÀ DEL VALLÈS;Parc d'Europa;SUC;427296,8589;4597005,624;1426
27468;1690,97;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;el Camí Ral;SNU;415772,8495;4570571,786;1690,97
27511;94,72;Sòl net totalment urbanitzat;FALSO;VERDADERO;8096;GRANOLLERS;les Tres Torres III;;440861,2573;4605515,41;94,72
25303;1165;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;C/Armengol/Gatuelles;SUC;431430,0718;4582138,126;1165
24716;25;Sòl inactiu;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;;275164,4195;4501674,93;25
3473;6890;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415651,9085;4570464,614;6890
8789;261,27;Sòl inactiu;FALSO;VERDADERO;43004;ALCANAR;PP 15 - Roca Tallada;;290626,1631;4492537,075;261,27
25851;796,33;Sòl edificat;FALSO;VERDADERO;17089;LLAGOSTERA;Sector Ganix;;;;796,33
23755;558,52;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8113;MANRESA;la Parada;SUD;403178,7743;4621495,069;558,52
26728;4;Sòl inactiu;FALSO;VERDADERO;25040;BALAGUER;Campllong III;;318371,4331;4627548,17;4
24018;1916;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408512,2247;4630103,017;1916
21241;420;Sòl net parcialment urbanitzat (falta algun servei);FALSO;VERDADERO;8001;ABRERA;Sant Ermengol II;SUD;407164,9095;4597145,991;420
13449;82,13;Sòl inactiu;FALSO;VERDADERO;43068;GODALL;Vilallarga;SNU;285850,9911;4503440,592;82,13
25691;191;Sòl edificat;FALSO;VERDADERO;8237;SANT QUIRZE DE BESORA;el carrer del Pont;SUC;435659,4934;4661251,436;191
27554;27609,9;Sòl inactiu;FALSO;VERDADERO;8113;MANRESA;Bufalvent;SUC;403726,9418;4618236,185;27609,9
25449;2309;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;el Polvorí;SUC;428123,9865;4579570,045;2309
24961;1;Sòl inactiu;FALSO;VERDADERO;8015;BADALONA;PII als 7 barris fronterers de la Serra d'en Mena (Badalona);SUC;435102,8117;4588419,383;1
23322;1283,66;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17046;CASTELLFOLLIT DE LA ROCA;Plaça de les Filadores (UA 4);SUC;462970,5075;4674194,905;1283,66
9274;45280,86;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;Plans d'Ofegat;SNU;346346,839;4614086,803;45280,86
25356;1156;Sòl edificat;FALSO;VERDADERO;8147;OLESA DE MONTSERRAT;el C/Barcelona;;;;1156
25898;1296;Sòl edificat;FALSO;VERDADERO;8187;SABADELL;Can Gambus-Arraona;SUC;424114,4545;4599650,57;1296
27030;7636,98;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Can Veciana;SNU;354877,1189;4573162,119;7636,98
24021;1026;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408390,7267;4630011,396;1026
249;1322,7;Sòl inactiu;FALSO;VERDADERO;8252;BARBERÀ DEL VALLÈS;Can Llobet;;426377,1447;4596879,862;1322,7
24129;209,49;;FALSO;VERDADERO;8015;BADALONA;Barri Sant Roc;SNU;435544,3946;4587467,126;209,49
24530;5482,74;Sòl inactiu;FALSO;VERDADERO;17209;VALL-LLOBREGA;P.Parcial Ind.i de Serveis Portuaris;SNU;511655,9125;4636202,367;5482,74
159;1018,4;Sòl inactiu;FALSO;VERDADERO;43901;DELTEBRE;el passeig Fluvial;SNU;307099,9875;4509596,694;1018,4
13453;74,98;Sòl inactiu;FALSO;VERDADERO;43068;GODALL;Vilallarga;SNU;285877,6878;4503450,721;74,98
18992;18605,71;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;25048;BELL-LLOC D'URGELL;Vinyes del mig;SUD;314982,4563;4612541,784;18605,71
25853;873;Sòl edificat;FALSO;VERDADERO;8118;MASNOU,EL;C. Josep Tarradellas;SUC;443029,7545;4592682,762;873
25705;1393;Sòl edificat;FALSO;VERDADERO;8022;BERGA;la Valldan;;;;1393
27042;4;Sòl inactiu;FALSO;VERDADERO;8302;VILANOVA DEL CAMÍ;Riera de Castellolí;;388831,029;4603689,456;4
25808;562;Sòl edificat;FALSO;VERDADERO;25016;ALGUAIRE;C. Merlí;SUC;298931,5695;4623527,981;562
9764;4218,15;Sòl net totalment urbanitzat;FALSO;VERDADERO;17160;SANT FELIU DE GUÍXOLS;la Cala Sants;SNU;502998,9626;4625535,392;4218,15
25751;1235;Sòl edificat;FALSO;VERDADERO;8096;GRANOLLERS;Sector Z;SUC;440708,1759;4604979,872;1235
135;2161,22;Sòl net totalment urbanitzat;FALSO;VERDADERO;25040;BALAGUER;Campllong;SUC;318389,8924;4626847,504;2161,22
25659;71;Sòl edificat;FALSO;VERDADERO;17009;ARBÚCIES;Arbúcies;;;;71
26704;4;Sòl inactiu;FALSO;VERDADERO;43013;AMETLLA DE MAR,L';les Ribes Altes;;314538,4823;4527599,461;4
25503;737;Sòl edificat;FALSO;VERDADERO;8051;CASTELLAR DEL VALLÈS;Barri de la Bruguera;SUC;424027,1442;4606393,016;737
5063;1343,15;Sòl net totalment urbanitzat;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;SUD;274642,6195;4502310,869;1343,15
24511;15878,46;Sòl inactiu;FALSO;VERDADERO;17128;PAU;Torre Mornau;SNU;507571,9582;4682629,07;15878,46
24704;25;Sòl inactiu;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;;275037,4545;4501727,72;25
9729;33693,46;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';lo Bordar;SNU;298591,8759;4515644,177;33693,46
27579;16362,62;Sòl inactiu;FALSO;FALSO;25155;ORGANYÀ;Vilansats;;;;16362,62
4946;174629,68;Sòl net totalment urbanitzat;FALSO;VERDADERO;8015;BADALONA;el Pomar;;437440,7727;4590746,108;174629,68
12057;3506,69;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344755,7932;4614380,845;3506,69
9845;1784,66;;FALSO;VERDADERO;25171;POBLA DE SEGUR,LA;la Pobla;;;;1784,66
419;297,54;Sòl net totalment urbanitzat;FALSO;VERDADERO;17160;SANT FELIU DE GUÍXOLS;la Ronda;;501678,0299;4625523,073;297,54
27325;351,44;Sòl inactiu;FALSO;VERDADERO;8244;SANTA COLOMA DE CERVELLÓ;Colònia Güell;SNU;418702,5993;4579755,008;351,44
13109;11132,09;Sòl inactiu;FALSO;VERDADERO;25234;TREMP;Serrat de l'Aspre;SNU;329109,7257;4667474,931;11132,09
25836;1900;Sòl edificat;FALSO;VERDADERO;17023;BLANES;Asil Sant Jaume;SUC;482201,2562;4613740,444;1900
23931;126;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;SNU;408473,5533;4630145,739;126
25880;1422;Sòl edificat;FALSO;VERDADERO;17139;PRESES,LES;Sector Sudoest;SUC;455268,483;4665714,742;1422
27272;3674,45;Sòl net totalment urbanitzat;FALSO;VERDADERO;17022;BISBAL D'EMPORDÀ,LA;la Guardiola;SUC;503286,6202;4644911,599;3674,45
27012;586,85;Sòl inactiu;FALSO;VERDADERO;8113;MANRESA;Torre de Santa Caterina;SNU;401462,0104;4618361,045;586,85
25310;561;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;P-Sector Carmel;;;;561
27463;9425,84;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;el Camí Ral;;414966,8247;4570029,124;9425,84
27164;296,56;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Estació Mercaderies;SNU;298588,7285;4514437,959;296,56
12390;17114,7;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360440,4049;4574768,168;17114,7
26947;123337,34;Sòl inactiu;FALSO;VERDADERO;43108;PLA DE SANTA MARIA,EL;la Garriga Gran;SNU;358170,861;4575575,312;123337,34
27331;103056,64;Sòl inactiu;FALSO;VERDADERO;8205;SANT CUGAT DEL VALLÈS;Can Graells;SNU;421689,0733;4595030,953;103056,64
1635;1449,83;Sòl inactiu;FALSO;VERDADERO;17226;VILAMALLA;Carrer Borrassà;SNU;497555,2013;4673914,087;1449,83
27175;28821,84;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;358769,2505;4573694,268;28821,84
2068;12,64;;FALSO;VERDADERO;8200;SANT BOI DE LLOBREGAT;el C/ d'Auger;;;;12,64
10882;91;;FALSO;VERDADERO;8101;HOSPITALET DE LLOBREGAT,L';Compra de 5 habitatges per gestió de sòl;;;;91
22837;280;Sòl net totalment urbanitzat;FALSO;VERDADERO;8165;POBLA DE CLARAMUNT,LA;els Plans d'Arau;SNU;388682,7298;4603551,306;280
24744;64900;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359485,8399;4573355,905;64900
25833;468;Sòl edificat;FALSO;VERDADERO;8031;CALAF;C.Josep Tarradellas (C. Francesc Macià);SUC;376263,3614;4620883,19;468
130;19953,98;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;Can Veciana;SNU;354670,0369;4572959,732;19953,98
3215;2050,11;Sòl inactiu;FALSO;VERDADERO;8226;SANT MARTÍ DE TOUS;la carretera d'Igualada;;376278,088;4602498,106;2050,11
22976;6,25;Sòl inactiu;FALSO;VERDADERO;43065;GARCIA;el Molló;SNU;302206,6571;4554660,607;6,25
4910;39146;Sòl inactiu;FALSO;VERDADERO;8205;SANT CUGAT DEL VALLÈS;Can Graells;SNU;421727,526;4594624,568;39146
1149;19673,9;Sòl inactiu;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;les Bassetes;SNU;392049,9918;4579061,379;19673,9
4705;180,78;Sòl net totalment urbanitzat;FALSO;VERDADERO;25040;BALAGUER;Campllong III;SUC;318664,4355;4627408,048;180,78
147;8777,71;Sòl inactiu;FALSO;VERDADERO;43140;SANTA OLIVA;la Torre de Santa Oliva;SNU;377420,3437;4565423,23;8777,71
26750;457,98;Sòl inactiu;FALSO;VERDADERO;17221;VILAFANT;Mas Roca i Puig Grau;SNU;495049,2221;4679830,095;457,98
3214;4355,39;Sòl inactiu;FALSO;VERDADERO;8279;TERRASSA;el Pla de les Fonts;SNU;418672,7433;4597410,778;4355,39
25831;1950;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Viladomat, 317-321 (5 locals comercials);SUC;428451,2181;4582315,583;1950
24711;25;Sòl inactiu;FALSO;VERDADERO;43156;ULLDECONA;Polígon Industrial les Mataltes;;276381,9816;4500412,244;25
10877;0;;FALSO;VERDADERO;8101;HOSPITALET DE LLOBREGAT,L';Compra de 5 habitatges per gestió de sòl;;;;0
27120;6840,26;Sòl inactiu;FALSO;VERDADERO;43064;GANDESA;la Plana;SNU;285745,3485;4547272,34;6840,26
25664;2352;Sòl edificat;FALSO;VERDADERO;43123;REUS;Reus;;;;2352
27311;9001,53;Sòl inactiu;FALSO;VERDADERO;43103;PERAFORT;Eixample de l'Estació;SNU;353953,6833;4561240,62;9001,53
23403;1448,66;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25119;JUNEDA;carrer Bas (SUD-1);SUD;318643,0943;4602361,456;1448,66
25845;547;Sòl edificat;FALSO;VERDADERO;43071;HORTA DE SANT JOAN;C. Bernat d'Alguaira;SUC;274215,1817;4537612,262;547
24367;4050;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360843,7587;4572608,949;4050
77;1502,87;Sòl net totalment urbanitzat;FALSO;VERDADERO;43901;DELTEBRE;les Molines;SUC;307390,0204;4510897,861;1502,87
1119;1376,19;Sòl inactiu;FALSO;VERDADERO;8263;SANT VICENÇ DELS HORTS;Font del Llargarut;;415543,5803;4582576,658;1376,19
1701;6557,63;Sòl inactiu;FALSO;VERDADERO;8232;SANT PERE DE RIUDEBITLLES;Molí de les Toeses;SNU;390286,1686;4590019,036;6557,63
25439;1600;Sòl edificat;FALSO;VERDADERO;8279;TERRASSA;Can Petit;SUC;419037,4545;4603599,532;1600
12620;4712,28;Sòl inactiu;FALSO;VERDADERO;25234;TREMP;Serrat de l'Aspre;SNU;328384,7103;4667550,619;4712,28
27415;724,98;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;;418152,582;4572618,033;724,98
23129;2595;Sòl inactiu;FALSO;VERDADERO;17005;FAR D'EMPORDÀ,EL;Estació Duanera;SNU;498767,2398;4675758,799;2595
24868;190;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;el Carmel 3;SUC;429460,7534;4586207,297;190
24037;1621,29;Sòl inactiu;FALSO;VERDADERO;43064;GANDESA;la Plana;SNU;285725,537;4547241,586;1621,29
27280;4;Sòl inactiu;FALSO;VERDADERO;8165;POBLA DE CLARAMUNT,LA;Can Parera;;389013,9324;4603812,444;4
24508;38211,34;Sòl inactiu;FALSO;VERDADERO;17047;CASTELLÓ D'EMPÚRIES;Torre Mornau;SNU;508509,0044;4680809,617;38211,34
22943;39033,7;Sòl inactiu;FALSO;VERDADERO;43907;CANONJA, LA;Nord Bonavista (PPU-63);SNU;347761,4253;4554021,561;39033,7
5789;7353,75;Sòl inactiu;FALSO;VERDADERO;8189;SANT PERE DE SALLAVINERA;el Rentador;SNU;378006,2987;4621584,34;7353,75
27478;9769,61;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;el Camí Ral;SUC;415567,0409;4571262,579;9769,61
27196;5952,29;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359835,4955;4572908,568;5952,29
25577;1954;Sòl edificat;FALSO;VERDADERO;43148;TARRAGONA;Barri Torreforta;SUC;350450,2646;4553600,585;1954
9737;13226,2;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;Plans d'Ofegat;SNU;346071,4138;4614293,834;13226,2
12381;1219,2;Sòl net parcialment urbanitzat (falta algun servei);FALSO;VERDADERO;43032;BOT;les Forques;SNC;280029,2764;4543334,838;1219,2
25646;2737,08;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Sant Cosme;SUC;423675,0591;4574544,751;2737,08
24736;13546,25;Sòl net pendent execució obra;FALSO;VERDADERO;8113;MANRESA;Plana del Pont Nou;SUD;400715,3076;4620521,999;13546,25
9816;552,65;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43018;ARNES;Plana del Riu;SUC;268607,368;4532218,17;552,65
12521;2212,62;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25040;BALAGUER;el carrer Ponent;;317385,7769;4628597,642;2212,62
7775;2108,49;Sòl inactiu;FALSO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SNU;296616,4581;4514746,433;2108,49
27102;17755,51;Sòl inactiu;FALSO;VERDADERO;8300;VILADECAVALLS;Can Mitjans;SNU;413421,5249;4601107,533;17755,51
13724;23547,33;Sòl inactiu;FALSO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SNU;297446,4026;4515486,508;23547,33
26583;2077,22;Sòl inactiu;FALSO;VERDADERO;8112;MANLLEU;la Coromina Nord;SNU;440762,9713;4651273,58;2077,22
3470;3774;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415681,2584;4570367,617;3774
26616;11885,11;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360464,8019;4574351,197;11885,11
117;16435;Sòl net parcialment urbanitzat (falta algun servei);FALSO;VERDADERO;43161;VALLS;el Palau de Reig;SUD;354950,3214;4575651,271;16435
5811;2710,63;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;SUD;274737,903;4502347,491;2710,63
